,area,d_max,file
0,79.65685424949238,12.649110640673518,production_1.jpg
1,37.82842712474619,6.708203932499369,production_1.jpg
2,157.77817459305203,18.027756377319946,production_1.jpg
3,277.81370849898474,26.40075756488817,production_1.jpg
4,93.17462120245875,13.341664064126334,production_1.jpg
5,141.72792206135784,18.027756377319946,production_1.jpg
6,119.36396103067892,17.26267650163207,production_1.jpg
7,216.19238815542514,19.6468827043885,production_1.jpg
8,66.24264068711929,11.180339887498949,production_1.jpg
9,124.89949493661166,13.92838827718412,production_1.jpg
10,106.44974746830583,12.529964086141668,production_1.jpg
11,108.36396103067892,14.560219778561036,production_1.jpg
12,136.07106781186548,16.55294535724685,production_1.jpg
13,75.24264068711929,12.649110640673518,production_1.jpg
14,97.98528137423857,17.0,production_1.jpg
15,105.77817459305203,14.866068747318506,production_1.jpg
16,72.13908729652601,11.180339887498949,production_1.jpg
17,102.07106781186548,12.165525060596439,production_1.jpg
18,114.19238815542512,14.317821063276353,production_1.jpg
19,156.9675144212722,17.08800749063506,production_1.jpg
20,159.65685424949237,16.64331697709324,production_1.jpg
21,295.59188309203677,30.610455730027933,production_1.jpg
22,204.6066017177982,18.788294228055936,production_1.jpg
23,110.65685424949238,12.806248474865697,production_1.jpg
24,50.82842712474619,8.06225774829855,production_1.jpg
25,138.36396103067892,13.92838827718412,production_1.jpg
26,108.27817459305203,14.317821063276353,production_1.jpg
27,58.242640687119284,10.295630140987,production_1.jpg
28,614.7842712474619,42.04759208325728,production_1.jpg
29,103.82842712474618,12.206555615733702,production_1.jpg
30,228.89949493661166,20.808652046684813,production_1.jpg
31,740.9588924499207,36.40054944640259,production_1.jpg
32,49.121320343559645,8.06225774829855,production_1.jpg
33,432.3847763108502,28.178005607210743,production_1.jpg
34,79.24264068711929,11.180339887498949,production_1.jpg
35,57.94974746830583,9.848857801796104,production_1.jpg
36,300.97056274847716,25.942243542145693,production_1.jpg
37,104.98528137423857,14.317821063276353,production_1.jpg
38,127.36396103067892,14.422205101855956,production_1.jpg
39,39.724873734152915,8.06225774829855,production_1.jpg
40,87.84619407771255,13.0,production_1.jpg
41,74.82842712474618,10.295630140987,production_1.jpg
42,193.27817459305203,18.867962264113206,production_1.jpg
43,96.57106781186548,13.601470508735444,production_1.jpg
44,532.5060966544099,32.2490309931942,production_1.jpg
45,57.82842712474619,8.602325267042627,production_1.jpg
46,179.89949493661166,22.135943621178654,production_1.jpg
47,274.4350288425444,23.53720459187964,production_1.jpg
48,148.36396103067892,16.64331697709324,production_1.jpg
49,223.02081528017132,21.93171219946131,production_1.jpg
50,354.7989898732233,25.317977802344327,production_1.jpg
51,88.94974746830583,13.601470508735444,production_1.jpg
52,52.60355339059328,9.433981132056603,production_1.jpg
53,132.36396103067892,13.92838827718412,production_1.jpg
54,399.7989898732233,31.400636936215164,production_1.jpg
55,212.33147545195112,20.8806130178211,production_1.jpg
56,446.5060966544099,26.68332812825267,production_1.jpg
57,308.8492424049175,32.01562118716424,production_1.jpg
58,70.48528137423857,10.44030650891055,production_1.jpg
59,104.0533008588991,14.212670403551895,production_1.jpg
60,75.24264068711929,11.661903789690601,production_1.jpg
61,478.62741699796953,32.31098884280702,production_1.jpg
62,182.48528137423858,18.384776310850235,production_1.jpg
63,127.36396103067892,15.620499351813308,production_1.jpg
64,629.8020382004282,38.63935817272331,production_1.jpg
65,200.89949493661166,19.6468827043885,production_1.jpg
66,368.4350288425444,23.769728648009426,production_1.jpg
67,323.3847763108502,30.479501308256342,production_1.jpg
68,399.7989898732233,29.832867780352597,production_1.jpg
69,49.41421356237309,8.06225774829855,production_1.jpg
70,143.36396103067892,15.264337522473747,production_1.jpg
71,581.4705627484772,36.05551275463989,production_1.jpg
72,385.2842712474619,28.231188426986208,production_1.jpg
73,88.07106781186548,13.341664064126334,production_1.jpg
74,128.77817459305203,13.416407864998739,production_1.jpg
75,132.48528137423858,18.601075237738275,production_1.jpg
76,63.121320343559645,9.848857801796104,production_1.jpg
77,52.31066017177982,8.94427190999916,production_1.jpg
78,59.53553390593274,8.94427190999916,production_1.jpg
79,160.36700935788386,18.867962264113206,production_1.jpg
80,109.77817459305203,13.416407864998739,production_1.jpg
81,72.53553390593274,10.770329614269007,production_1.jpg
82,79.53553390593274,11.40175425099138,production_1.jpg
83,110.65685424949238,13.038404810405298,production_1.jpg
84,198.00304832720494,18.973665961010276,production_1.jpg
85,422.97056274847716,31.38470965295043,production_1.jpg
86,160.6923881554251,14.7648230602334,production_1.jpg
87,166.1923881554251,19.209372712298546,production_1.jpg
88,160.31370849898477,18.681541692269406,production_1.jpg
89,57.242640687119284,10.44030650891055,production_1.jpg
90,78.24264068711929,10.816653826391969,production_1.jpg
91,67.0,10.295630140987,production_1.jpg
92,103.94974746830583,13.038404810405298,production_1.jpg
93,347.0385822331377,31.04834939252005,production_1.jpg
94,68.84619407771257,12.36931687685298,production_1.jpg
95,498.6451839509359,39.05124837953327,production_1.jpg
96,256.19238815542514,23.40939982143925,production_1.jpg
97,66.82842712474618,10.295630140987,production_1.jpg
98,79.53553390593274,13.341664064126334,production_1.jpg
99,425.8492424049175,28.178005607210743,production_1.jpg
100,301.09188309203677,25.495097567963924,production_1.jpg
101,136.39949493661166,15.264337522473747,production_1.jpg
102,131.81370849898477,17.11724276862369,production_1.jpg
103,377.920310216783,28.861739379323623,production_1.jpg
104,52.84619407771255,9.219544457292887,production_1.jpg
105,187.31370849898477,18.35755975068582,production_1.jpg
106,155.31370849898477,18.384776310850235,production_1.jpg
107,144.48528137423858,16.64331697709324,production_1.jpg
108,44.121320343559645,8.06225774829855,production_1.jpg
109,137.48528137423858,19.697715603592208,production_1.jpg
110,214.9350288425444,21.633307652783937,production_1.jpg
111,54.242640687119284,9.433981132056603,production_1.jpg
112,45.121320343559645,8.54400374531753,production_1.jpg
113,60.82842712474619,8.94427190999916,production_1.jpg
114,131.36396103067892,16.492422502470642,production_1.jpg
115,54.121320343559645,8.94427190999916,production_1.jpg
116,342.7132034355964,29.068883707497267,production_1.jpg
117,215.97056274847714,23.600847442411894,production_1.jpg
118,290.97056274847716,24.041630560342615,production_1.jpg
119,180.89949493661166,19.4164878389476,production_1.jpg
120,120.9675144212722,14.560219778561036,production_1.jpg
121,69.82842712474618,9.848857801796104,production_1.jpg
122,129.07106781186548,13.601470508735444,production_1.jpg
123,65.94974746830583,10.770329614269007,production_1.jpg
124,37.121320343559645,7.211102550927978,production_1.jpg
125,44.82842712474619,7.615773105863909,production_1.jpg
126,132.6066017177982,16.15549442140351,production_1.jpg
127,50.53553390593274,8.54400374531753,production_1.jpg
128,60.36396103067893,11.045361017187261,production_1.jpg
129,171.72792206135784,16.278820596099706,production_1.jpg
130,36.41421356237309,7.211102550927978,production_1.jpg
131,432.698484809835,31.144823004794873,production_1.jpg
132,98.60660171779821,12.36931687685298,production_1.jpg
133,262.55634918610406,23.40939982143925,production_1.jpg
134,212.31370849898477,19.697715603592208,production_1.jpg
135,378.7989898732233,31.76476034853718,production_1.jpg
136,192.97056274847714,17.72004514666935,production_1.jpg
